PEDIDO_ID;DATA_PEDIDO;CLIENTE_ID;OBRA_ID;USINA_ID;TIPOCONCRETO_ID;M3_PEDIDO;STATUS;PRECO_UNITARIO;M3_ENTREGUE;HORA_SAIDA;HORA_CHEGADA;MOTIVO_ATRASO
1780;2023-07-20;261;2892;95;1;12.53;ENTREGUE;460.6;13.110903379839849;00:20:16;02:24:58;
1311;2023-09-26;1037;1157;14;3;34.47;ENTREGUE;289.93;34.66258717825119;21:46:37;04:59:33;
271;2024-08-13;370;1626;44;3;41.28;ENTREGUE;418.85;39.705491598360894;02:39:03;02:43:59;
1239;2023-09-13;1248;2973;41;3;5.28;ENTREGUE;401.01;5.324405397784666;13:41:39;02:45:33;
1390;2021-10-28;575;1126;59;2;48.59;ENTREGUE;362.71;44.97831912194638;12:15:04;09:59:19;
825;2022-07-10;295;677;64;2;35.3;ENTREGUE;426.73;32.14898750038568;11:39:10;23:34:12;
1763;2024-09-23;245;291;86;4;8.09;ENTREGUE;299.4;8.390986464171661;21:20:21;19:08:37;
1417;2022-02-09;1682;1020;83;4;46.45;ENTREGUE;313.43;46.60132321267919;14:52:13;11:22:25;
270;2022-06-07;726;2927;29;1;25.04;ENTREGUE;413.64;24.8784763116964;00:47:12;14:37:53;
1643;2023-09-30;1478;1431;42;3;20.55;ENTREGUE;293.27;19.77100128809571;11:12:06;10:08:01;
837;2024-11-19;1815;187;17;4;33.6;ENTREGUE;434.85;34.8062403844493;22:29:53;16:03:16;
1906;2023-12-28;1872;1869;91;1;39.02;ENTREGUE;356.96;39.4413694507298;04:53:41;01:13:40;
1117;2024-11-18;1487;1968;57;4;21.58;ENTREGUE;338.51;20.808280471549676;05:06:47;20:13:58;
962;2025-01-11;778;1607;92;3;30.0;ENTREGUE;323.17;29.7189654326595;00:21:32;02:29:06;
428;2025-01-25;715;2444;90;4;35.22;ENTREGUE;482.22;36.607151549228654;16:53:26;06:38:44;
1160;2021-02-04;1555;868;81;3;36.39;ENTREGUE;424.3;34.48523343634277;17:07:58;10:58:42;
1205;2024-07-22;567;2529;99;1;7.23;ENTREGUE;467.0;7.246046244675788;04:49:27;09:48:50;
373;2022-07-11;1052;2614;50;3;48.83;ATRASADO;474.12;49.16503902736493;13:05:46;21:12:43;Clima
549;2024-01-31;1556;2769;57;2;17.01;ENTREGUE;348.36;17.625496258194573;17:32:36;14:11:11;
1098;2023-04-16;823;868;4;4;44.74;ENTREGUE;480.4;45.33606279608417;09:25:55;17:50:42;
1793;2024-09-16;211;2030;76;4;11.79;ENTREGUE;397.96;12.100318336842362;19:00:37;20:51:13;
644;2022-02-10;995;2136;43;3;49.11;ATRASADO;458.91;46.166748696657;21:40:46;15:15:34;Manutenção
1090;2021-10-04;344;829;54;1;16.96;ENTREGUE;496.53;16.96486550322956;12:30:43;00:28:34;
201;2021-01-18;1886;2262;59;1;45.15;ENTREGUE;285.31;43.0891221976441;09:10:35;02:28:49;
1615;2023-12-30;393;2051;82;1;24.8;ENTREGUE;303.06;22.375821702127027;20:29:10;05:34:24;
1970;2022-04-10;809;250;84;1;37.88;ATRASADO;496.83;36.5494476494085;18:42:04;03:39:18;Manutenção
1476;2023-05-13;1535;2439;13;1;8.74;ATRASADO;430.79;8.440433274387855;13:51:45;18:40:02;Trânsito
1159;2024-11-20;96;2009;64;1;34.92;ENTREGUE;452.8;31.898665845496506;00:50:20;15:04:13;
1071;2021-06-09;1237;231;2;3;46.62;ENTREGUE;345.24;43.083562623515924;18:27:47;11:32:42;
420;2022-06-26;352;453;68;2;38.69;ENTREGUE;392.08;38.713187944480616;22:38:42;15:56:02;
1246;2022-03-08;1056;1695;57;2;25.71;ATRASADO;479.95;24.44031496378126;06:58:47;05:02:39;Trânsito
354;2022-09-24;1176;1748;98;3;24.65;ATRASADO;496.1;23.528975610527503;23:55:36;05:03:20;Trânsito
366;2021-11-15;1821;1693;83;3;8.72;ENTREGUE;451.56;8.641451121947751;16:49:35;17:06:56;
706;2025-01-10;1465;448;79;1;33.92;ATRASADO;403.63;33.10210627980833;16:50:04;15:22:48;Manutenção
1257;2024-06-15;799;527;54;3;15.55;ENTREGUE;480.35;14.860139765712933;21:52:49;08:41:02;
904;2022-12-15;604;1603;39;2;16.09;ENTREGUE;424.89;15.229254416268986;23:13:54;23:21:36;
339;2022-07-11;857;2482;99;1;8.36;ENTREGUE;334.87;7.636789684509683;07:47:59;11:54:38;
1773;2022-06-07;1831;2082;15;2;47.28;ENTREGUE;473.34;49.289504076293255;17:56:56;21:51:04;
1693;2023-01-17;31;39;89;3;21.47;ENTREGUE;400.31;19.948865396519842;07:16:10;06:44:01;
44;2022-03-24;750;754;17;4;19.29;ENTREGUE;451.79;18.49071017496761;03:49:50;18:08:21;
416;2024-08-15;1714;2267;80;2;18.32;ENTREGUE;350.84;17.796596686326954;09:40:48;04:53:08;
1991;2025-05-01;626;174;39;3;17.93;ENTREGUE;395.33;17.787528111153165;11:09:13;12:14:25;
1066;2024-02-28;1128;996;33;2;9.47;ENTREGUE;292.47;9.160287977555946;17:40:33;11:58:41;
599;2021-07-03;158;415;27;3;27.36;ENTREGUE;280.85;26.34487272844506;00:47:31;07:51:17;
178;2021-02-16;517;2114;91;1;15.91;ENTREGUE;389.64;14.731271052350964;06:29:49;12:54:35;
927;2023-03-25;804;1028;33;2;9.98;ENTREGUE;495.66;10.420305496642422;22:44:44;10:57:23;
939;2021-05-20;1681;2509;45;3;48.04;ENTREGUE;399.68;47.133888807559046;17:00:45;20:15:20;
845;2023-07-20;619;2676;65;1;22.74;ENTREGUE;356.73;22.843260417615895;21:01:21;12:05:01;
1353;2025-08-31;1781;1058;7;2;38.42;ATRASADO;451.16;38.50199824661071;23:54:38;08:47:58;Trânsito
791;2022-08-03;1031;1804;81;3;15.69;ATRASADO;488.97;15.22087091446647;13:30:18;07:28:35;Manutenção
747;2023-05-20;534;1010;26;3;42.59;ENTREGUE;342.04;38.51432318268032;10:24:41;16:59:08;
617;2024-05-31;528;2439;41;1;13.78;ENTREGUE;386.3;13.27430614029065;17:50:50;13:06:50;
403;2021-03-29;653;1853;31;3;35.63;ENTREGUE;316.98;36.44474135921878;20:19:53;15:11:36;
1571;2024-10-17;447;376;69;4;14.13;ENTREGUE;474.7;13.668118463254613;22:03:51;07:24:58;
1609;2025-06-20;948;1412;62;1;23.89;ENTREGUE;464.58;22.52038653636104;22:09:11;22:42:35;
993;2024-01-24;3;287;93;1;11.47;ENTREGUE;353.65;11.92981934964398;06:29:14;01:58:50;
1832;2025-08-07;740;1172;51;1;36.44;ENTREGUE;357.81;37.40001319596394;01:11:27;18:31:32;
1516;2025-04-09;1998;307;2;3;32.35;ENTREGUE;303.55;29.51170940717631;16:13:14;10:09:19;
1638;2022-02-19;1256;1393;67;1;12.97;ENTREGUE;415.02;12.45546555675149;14:17:02;06:22:02;
478;2024-07-06;233;1603;46;1;24.64;ENTREGUE;387.82;24.910543007582582;02:27:28;18:31:24;
1893;2021-06-16;829;1122;63;2;31.14;ENTREGUE;378.84;30.78119247672022;10:23:12;14:09:54;
1477;2022-08-26;1079;1912;80;1;21.06;ENTREGUE;300.59;21.522323063364983;06:25:16;11:51:35;
282;2024-06-16;63;2273;90;2;7.41;ENTREGUE;306.72;7.682440038028466;20:45:55;20:30:23;
1847;2022-02-04;199;1759;46;1;17.41;ENTREGUE;442.57;17.93154476356075;01:17:07;01:33:47;
217;2025-02-19;166;1718;64;4;19.64;ENTREGUE;313.22;18.118519572448893;09:29:31;17:06:09;
1110;2021-08-26;672;2983;88;4;6.41;ENTREGUE;294.89;6.183127579327595;02:29:24;02:54:14;
757;2022-01-15;1064;886;29;1;12.4;ENTREGUE;355.71;11.60619380617795;05:20:06;19:07:31;
562;2022-06-24;1070;596;22;3;42.85;ATRASADO;397.15;44.93596953805535;01:53:42;18:18:57;Trânsito
1989;2022-02-26;76;1527;47;4;37.11;ENTREGUE;447.03;35.8709853168701;11:27:24;19:13:33;
1308;2022-09-26;244;1086;63;4;12.92;ENTREGUE;443.35;12.239121054017401;13:57:52;14:17:16;
849;2023-04-19;490;1372;55;2;10.45;ENTREGUE;280.51;10.575250472992083;23:40:43;21:36:02;
1867;2021-02-08;1693;2547;41;3;33.85;ENTREGUE;330.44;30.64053153863306;17:04:12;04:01:34;
1365;2025-05-10;827;1953;6;3;42.59;ENTREGUE;434.45;38.403371991872234;04:11:41;16:48:49;
330;2024-10-10;1141;236;3;3;33.26;ENTREGUE;363.6;33.43568141707779;07:37:04;08:11:01;
1891;2023-08-09;823;1259;27;4;24.64;ENTREGUE;489.99;25.685437524353706;03:24:50;13:54:43;
1833;2022-02-16;726;276;17;4;40.46;ENTREGUE;431.42;41.363269937532294;14:06:57;08:15:04;
1165;2023-12-14;1537;1909;86;1;28.95;ENTREGUE;497.44;30.04688383783349;11:37:15;16:28:19;
207;2024-08-18;1153;1141;89;3;15.48;ENTREGUE;417.3;15.471786518524967;00:33:32;13:46:01;
385;2023-07-20;1480;1299;75;3;46.43;ENTREGUE;451.51;42.83004775035255;18:18:22;23:47:52;
666;2021-02-13;1134;2104;84;3;19.53;ENTREGUE;365.65;18.016577622266297;06:08:50;14:23:50;
588;2025-02-08;266;2027;20;1;18.29;ENTREGUE;478.89;16.654156230236158;09:38:55;20:18:41;
1072;2024-01-21;1931;1118;45;4;32.92;ENTREGUE;342.97;30.1472047621092;00:43:55;21:40:42;
1480;2023-04-09;1450;2378;77;1;31.11;ATRASADO;465.69;31.20179628004234;00:54:14;07:36:09;Manutenção
932;2023-06-28;927;2775;96;4;24.79;ENTREGUE;292.68;24.556641358838466;01:57:56;03:55:08;
557;2023-02-08;1310;1727;84;3;22.92;ENTREGUE;470.42;21.790345437056022;22:24:09;00:02:07;
1184;2024-03-01;1287;470;64;3;48.69;ENTREGUE;393.33;48.431716470023716;17:18:07;03:27:50;
1297;2024-09-21;1114;771;23;3;34.29;ENTREGUE;444.34;33.21773035102989;20:05:44;20:31:44;
328;2023-10-20;1936;2587;67;1;27.02;ENTREGUE;470.8;25.890603029316683;20:56:45;15:50:59;
826;2024-09-16;977;2179;86;3;24.84;ENTREGUE;388.68;24.02881825873631;09:07:27;17:05:27;
1433;2022-01-01;476;2420;49;2;41.19;ENTREGUE;460.7;41.423410610427325;04:46:03;09:18:08;
1210;2024-01-23;1216;2781;63;2;18.62;ENTREGUE;423.75;17.279283037866037;23:03:54;22:41:29;
743;2021-06-10;257;2299;38;3;14.5;ENTREGUE;331.28;15.11029377732941;08:03:16;07:50:56;
60;2024-02-06;1053;1905;54;3;48.35;ATRASADO;435.16;45.74013810025987;19:09:06;20:51:36;Manutenção
585;2021-08-13;1199;1354;28;2;33.62;ENTREGUE;284.03;32.12867938822171;01:49:08;20:26:15;
249;2023-10-19;1022;2230;36;1;25.46;ATRASADO;387.9;25.43069310537344;18:46:32;07:31:22;Trânsito
1690;2024-08-27;1706;2547;40;3;39.19;ATRASADO;318.67;40.89591758387332;16:39:28;18:52:24;Clima
50;2022-12-27;815;2287;78;1;35.39;ATRASADO;320.6;32.72736483140541;04:40:44;02:47:39;Manutenção
1843;2021-09-05;1543;2937;1;4;41.02;ATRASADO;425.48;42.33066634289824;14:19:34;14:49:31;Manutenção
986;2024-08-08;1040;70;82;2;14.8;ENTREGUE;427.64;13.402549336599304;05:16:43;23:28:51;
1045;2021-04-13;1081;1776;20;1;43.9;ENTREGUE;489.38;41.55849701346119;22:43:13;00:12:53;
632;2025-03-05;1430;980;89;3;17.28;ENTREGUE;317.86;15.596483823669361;21:40:50;03:21:01;
1507;2022-04-16;170;537;66;2;47.83;ATRASADO;359.05;49.16851013559281;02:36:49;03:14:19;Trânsito
38;2024-12-04;1082;2375;90;2;41.63;ATRASADO;479.47;41.41913907225915;13:36:57;02:16:42;Trânsito
326;2025-02-04;1371;533;23;3;44.46;ENTREGUE;326.19;45.136060529730216;20:22:25;02:30:13;
690;2022-05-21;1162;1550;97;4;7.11;ENTREGUE;314.45;6.521650375040909;15:11:58;01:02:29;
1197;2024-10-16;1186;936;84;1;36.78;ENTREGUE;355.66;35.489163033798306;01:52:37;05:28:20;
785;2024-03-17;1382;2227;33;1;30.02;ENTREGUE;376.26;29.436971484393652;10:33:44;01:59:00;
105;2023-08-29;1641;2196;19;4;35.3;ENTREGUE;337.28;35.04811100751476;16:26:47;10:26:16;
1892;2024-03-02;880;2749;49;3;10.61;ENTREGUE;334.05;9.850914018242616;02:23:46;06:47:52;
414;2024-05-11;564;2386;82;4;32.92;ATRASADO;283.08;29.872442816877236;17:59:34;17:56:49;Manutenção
1702;2022-09-07;4;1325;79;1;28.71;ENTREGUE;289.49;27.930583144543217;07:01:14;14:09:31;
1714;2024-07-07;848;1518;62;3;26.3;ENTREGUE;355.19;24.930231426972696;06:24:36;10:22:33;
1749;2022-04-04;1764;232;42;4;31.54;ENTREGUE;365.47;32.892332588284695;19:37:01;07:24:10;
889;2024-01-17;1397;595;52;3;44.24;ENTREGUE;446.35;45.39570938844372;13:33:12;13:58:12;
1570;2023-09-16;1431;1603;71;1;23.69;ENTREGUE;360.14;24.092416572221698;16:53:51;04:12:09;
17;2022-07-14;1620;438;19;4;43.56;ENTREGUE;438.57;41.893510695137756;00:38:05;22:27:56;
345;2022-10-27;1902;1431;24;4;31.22;ATRASADO;493.62;32.27932674769982;07:51:58;14:42:24;Trânsito
1788;2025-07-26;1855;127;60;1;39.23;ENTREGUE;480.22;39.81481244272823;12:24:28;17:56:05;
1084;2024-02-01;1194;1401;78;3;9.13;ENTREGUE;311.88;8.87199420576551;14:57:06;12:54:39;
1334;2024-05-30;244;1376;81;1;21.13;ENTREGUE;417.91;20.84179730644262;19:09:43;15:25:31;
823;2021-09-19;1100;1008;82;4;5.11;ENTREGUE;306.24;4.782427033272138;09:41:26;13:49:47;
1598;2022-12-22;463;764;28;3;10.41;ENTREGUE;356.88;10.33113072085014;23:39:30;08:58:59;
1179;2025-01-14;332;2526;49;1;38.77;ENTREGUE;321.13;39.16199221485326;07:07:36;03:40:48;
80;2022-11-12;685;882;90;3;10.1;ENTREGUE;386.58;10.51734547098268;15:28:15;16:00:58;
1915;2022-02-19;1559;2292;8;1;23.83;ENTREGUE;398.24;21.851731097468633;17:44:57;08:31:13;
472;2024-03-25;1813;150;50;4;45.32;ENTREGUE;493.46;42.82236963624231;19:41:10;22:21:36;
15;2022-04-29;461;1401;13;1;48.18;ATRASADO;350.32;46.98033897910834;02:38:48;09:42:51;Clima
1916;2021-07-24;1257;2550;69;4;20.84;ATRASADO;493.56;20.588609158217277;17:11:20;18:14:20;Trânsito
928;2022-01-15;1462;1496;1;3;49.42;ENTREGUE;343.68;50.88493351296634;20:45:50;23:24:31;
507;2024-10-12;1501;1280;73;3;49.79;ENTREGUE;492.58;45.1856011882313;01:09:15;07:22:22;
1827;2025-08-01;1191;1376;83;2;25.06;ENTREGUE;347.09;26.302010029156012;21:30:51;10:17:35;
1441;2025-03-04;1816;521;29;1;19.48;ENTREGUE;344.97;20.320902762429526;21:04:44;00:54:37;
1290;2022-10-10;1978;2573;6;2;10.17;ENTREGUE;424.99;9.4544140808806;07:46:23;21:49:37;
409;2023-11-30;705;2192;89;4;16.41;ENTREGUE;306.43;15.32231842912457;05:27:40;09:37:14;
919;2024-11-12;906;1922;49;4;26.87;ENTREGUE;322.91;24.836841543426527;15:47:09;14:01:00;
909;2025-05-31;1897;712;73;2;21.53;ENTREGUE;393.06;22.306653976914845;10:16:23;11:52:36;
818;2023-05-10;1812;2942;17;2;35.87;ATRASADO;384.97;33.78254666924689;11:07:03;19:43:53;Manutenção
389;2023-12-25;1633;2907;66;3;21.8;ENTREGUE;368.14;19.82686572973502;12:43:54;19:43:38;
1037;2023-05-12;51;294;66;4;14.21;ENTREGUE;322.3;13.0813482693778;20:10:00;01:56:34;
312;2022-08-17;1537;2844;44;1;16.5;ATRASADO;395.63;16.813721294393815;22:26:17;11:41:19;Manutenção
1382;2021-05-04;791;2368;20;1;8.22;ENTREGUE;320.75;7.606240602202634;10:55:30;02:05:40;
1699;2023-09-19;1907;2697;65;2;33.29;ENTREGUE;445.7;32.332233150703345;20:09:37;11:46:17;
1824;2023-12-13;167;1631;55;1;6.4;ENTREGUE;423.32;6.718607504753172;20:58:30;09:17:26;
798;2022-02-03;1268;2841;5;2;17.74;ATRASADO;385.07;16.519013464407365;09:15:26;18:03:17;Manutenção
90;2022-08-05;617;1455;38;4;16.44;ENTREGUE;416.56;17.243566769735786;22:45:30;17:08:40;
1509;2024-11-04;1576;2645;72;4;22.2;ENTREGUE;463.61;21.291669532293618;22:04:34;21:09:19;
526;2025-06-14;1365;1036;79;2;47.98;ENTREGUE;388.74;47.927723043700155;04:11:56;14:53:08;
1868;2025-07-24;1679;1255;87;4;38.44;ENTREGUE;364.65;35.46273235680172;09:19:55;12:17:34;
1101;2024-02-15;152;2233;38;2;11.21;ENTREGUE;433.59;10.589342624526916;22:53:24;08:25:07;
1177;2024-02-04;75;1903;47;3;22.75;ENTREGUE;380.68;22.847997304497984;10:40:20;16:35:19;
1446;2025-05-08;1588;2962;17;1;40.65;ENTREGUE;281.52;42.30921885846569;21:47:22;16:44:23;
980;2024-08-02;1137;2482;66;3;42.15;ENTREGUE;288.67;37.967075192215866;18:23:40;08:01:00;
811;2021-05-26;201;392;20;2;18.26;ENTREGUE;402.96;19.006081431629188;14:48:43;01:50:37;
424;2021-10-03;523;1013;14;3;13.31;ENTREGUE;404.92;13.639775075110787;22:32:32;19:37:34;
1351;2025-08-05;923;2074;57;4;5.34;ENTREGUE;283.91;5.353534946644579;22:50:16;16:26:06;
718;2022-11-29;1085;2864;61;2;6.12;ENTREGUE;283.53;5.676121439083661;23:37:05;15:36:08;
1126;2022-04-28;1404;1011;38;2;41.37;ENTREGUE;485.96;39.23059366463426;06:27:56;13:41:32;
1004;2023-12-30;505;291;30;4;10.92;ENTREGUE;307.17;10.098653661313064;08:43:24;08:03:37;
714;2023-10-16;1928;2236;5;2;11.61;ENTREGUE;283.15;11.16704472758669;07:38:56;07:08:48;
1572;2022-06-07;825;1696;8;1;45.97;ATRASADO;409.89;43.684174062928676;03:37:05;12:20:11;Clima
1775;2022-03-29;101;2576;43;3;27.01;ENTREGUE;324.26;27.56368064028559;01:39:38;00:12:45;
1467;2023-06-14;1681;333;88;4;10.92;ENTREGUE;477.8;10.022812948635359;07:41:10;22:37:00;
1471;2024-02-23;1735;2832;86;3;21.14;ATRASADO;487.25;19.685101019185662;08:55:18;09:24:48;Clima
294;2025-05-20;684;1883;91;2;10.75;ENTREGUE;317.39;10.341175868590437;23:04:49;10:46:27;
1611;2021-10-16;760;2894;55;3;23.51;ENTREGUE;461.9;22.75035213144314;10:49:06;23:12:20;
1975;2025-02-27;1496;1415;9;4;7.0;ENTREGUE;414.94;6.45260652607513;09:50:34;02:01:12;
51;2025-04-14;1713;1867;63;2;36.0;ENTREGUE;476.34;37.21433902230665;11:12:38;02:24:46;
13;2021-05-24;277;1936;37;1;26.31;ENTREGUE;446.0;25.91625048833558;23:04:11;11:58:02;
1704;2025-08-11;1612;800;43;4;36.26;ATRASADO;418.66;36.13793876795964;06:45:10;13:29:33;Manutenção
1391;2023-08-30;88;1209;39;4;23.25;ENTREGUE;411.41;23.598303418456695;22:33:35;01:29:17;
1077;2022-10-17;1485;537;45;1;36.3;ENTREGUE;338.65;35.410786231268965;02:57:54;16:09:13;
134;2023-06-28;1389;1228;44;2;12.51;ENTREGUE;302.03;11.93471787629569;02:30:59;09:24:11;
62;2024-07-30;498;1677;2;3;32.12;ATRASADO;338.77;29.59375219136899;10:00:46;05:34:27;Clima
779;2021-03-15;1266;1397;35;1;16.03;ENTREGUE;421.0;15.602614668943428;03:47:04;05:00:53;
423;2022-03-10;832;1338;77;4;46.25;ENTREGUE;283.64;48.34645939885034;04:16:58;00:00:20;
1097;2024-07-06;589;1489;27;2;15.33;ATRASADO;294.41;13.899858862151664;15:21:53;13:35:27;Trânsito
1121;2022-02-11;567;141;33;3;31.76;ENTREGUE;385.83;31.694643677447377;02:19:32;22:10:17;
352;2024-07-18;1674;2666;61;1;26.42;ENTREGUE;346.75;24.755536130454892;13:40:51;16:22:43;
1731;2024-10-07;1797;1791;95;2;26.45;ATRASADO;396.15;25.5133631404147;16:52:39;00:10:35;Clima
1935;2025-07-20;93;2418;20;2;30.08;ENTREGUE;362.37;30.808155686365897;13:10:03;22:32:17;
1360;2022-07-30;1576;1684;61;1;11.91;ENTREGUE;357.3;11.770161755099322;17:27:10;07:39:52;
1075;2025-08-25;1865;2277;96;4;18.84;ENTREGUE;436.1;18.736354773307053;05:44:17;23:44:31;
1248;2025-05-03;1709;2923;38;2;46.89;ENTREGUE;310.3;47.4674970911972;03:35:50;17:00:49;
1672;2024-07-09;1182;253;4;4;44.06;ATRASADO;447.97;43.173541744252574;20:45:48;21:33:19;Trânsito
688;2025-03-08;814;2432;74;1;5.59;ENTREGUE;401.0;5.29382175387801;07:09:45;20:53:54;
289;2022-03-27;1255;2570;65;3;23.87;ENTREGUE;357.49;22.891269500952003;15:55:50;17:25:22;
1660;2021-08-03;1365;797;77;4;39.93;ENTREGUE;462.29;36.38764266191693;15:52:46;10:02:38;
176;2025-05-02;320;997;53;1;18.69;ENTREGUE;362.15;19.62096102378715;04:34:34;17:14:49;
25;2021-01-25;1650;891;32;4;21.4;ENTREGUE;305.0;20.983448599436123;12:28:26;13:56:43;
350;2021-03-18;365;465;51;2;24.54;ENTREGUE;385.19;24.4617976978472;03:35:42;05:41:03;
1114;2021-07-05;1724;2675;35;4;23.25;ENTREGUE;329.15;22.031871088245502;06:43:26;13:19:31;
726;2024-11-01;1851;1661;2;3;31.37;ENTREGUE;451.49;28.666818808377066;01:12:51;17:53:17;
1238;2021-11-16;1179;854;57;2;18.57;ENTREGUE;330.87;17.549116084806148;23:50:00;14:11:32;
1288;2024-04-28;1176;2298;34;4;11.3;ENTREGUE;355.78;10.907748559739762;10:18:21;16:08:24;
533;2025-05-14;1722;1921;5;2;14.33;ATRASADO;308.84;13.380810769767443;21:30:20;00:22:52;Clima
372;2022-10-10;334;2726;73;1;34.08;ENTREGUE;281.76;33.933472134203306;20:47:30;21:40:22;
406;2024-05-09;1952;2288;42;1;32.67;ATRASADO;443.7;30.848144832466012;20:18:02;16:16:55;Trânsito
138;2022-06-11;1304;222;91;2;21.59;ENTREGUE;406.62;20.691099905176458;00:34:01;01:57:31;
840;2025-01-13;1473;1755;76;3;37.98;ENTREGUE;378.07;34.62129758342129;10:48:38;04:39:53;
316;2022-02-10;387;896;84;4;46.42;ENTREGUE;356.75;46.02311867426097;04:26:23;03:54:16;
445;2025-01-14;835;1984;64;3;39.75;ATRASADO;470.12;37.12990976199973;01:38:25;15:18:47;Manutenção
529;2025-05-24;1118;1049;27;1;48.74;ENTREGUE;365.34;49.24784821656283;09:27:05;01:44:56;
1252;2022-01-13;1657;89;90;4;32.97;ENTREGUE;462.1;29.861004163094815;01:38:07;04:29:08;
375;2021-01-16;525;1121;94;1;26.05;ENTREGUE;322.07;23.935557103540397;10:15:56;18:20:44;
819;2022-05-17;1690;1987;31;1;18.52;ENTREGUE;410.87;17.583751345851443;15:21:32;16:00:29;
1789;2022-10-15;1322;791;30;4;12.09;ENTREGUE;331.07;11.584118770247628;23:56:47;14:21:33;
1237;2021-12-15;539;2895;30;4;48.22;ENTREGUE;400.2;48.870891451002606;22:32:22;18:55:04;
84;2025-01-12;1114;871;91;4;38.0;ENTREGUE;464.02;36.728163314955346;04:55:45;13:56:37;
841;2022-10-10;1576;2918;24;1;8.06;ENTREGUE;448.82;7.573737795295308;23:06:14;16:32:26;
1688;2024-11-01;226;2752;40;2;48.79;ENTREGUE;415.04;44.48825276589495;20:34:59;09:38:52;
303;2024-07-12;1087;1258;11;3;24.68;ATRASADO;374.66;23.387562587987375;03:04:30;09:58:26;Manutenção
749;2022-11-21;1469;484;68;3;6.07;ENTREGUE;334.52;5.733727986150889;09:48:17;10:02:28;
97;2022-03-04;1685;1854;69;4;16.07;ENTREGUE;471.66;16.774335506837243;06:52:23;15:41:56;
756;2023-09-19;1336;2062;57;3;39.88;ATRASADO;475.48;37.59842437597488;07:21:56;17:06:15;Manutenção
228;2021-09-23;1743;379;54;2;33.11;ENTREGUE;319.45;33.68180328380165;15:26:11;08:18:24;
1497;2021-01-24;674;2478;2;1;36.36;ATRASADO;369.93;33.382235148415084;07:21:20;18:59:47;Trânsito
332;2024-02-14;1052;1160;44;2;38.84;ENTREGUE;443.47;38.84136625101045;12:54:32;23:03:08;
81;2024-02-16;1213;539;59;4;22.27;ENTREGUE;379.64;21.37684331549792;22:00:05;10:46:57;
100;2023-03-09;991;2060;43;4;41.83;ENTREGUE;492.43;40.317796050992875;03:43:29;23:39:08;
1905;2025-07-28;1063;1327;88;1;36.58;ENTREGUE;371.28;35.13899513396171;18:09:31;07:13:33;
577;2023-05-21;1671;2932;9;4;33.63;ENTREGUE;406.99;30.647683847098772;23:39:49;21:55:03;
1432;2021-01-11;533;1276;80;1;27.06;ENTREGUE;281.6;26.01788831612953;04:50:46;08:13:42;
655;2024-04-04;1946;1227;1;4;39.4;ENTREGUE;375.27;41.26675625751983;10:16:12;17:06:42;
1777;2025-02-07;1014;2500;91;3;45.55;ENTREGUE;466.98;45.28882962081347;17:17:08;06:57:24;
851;2021-10-28;35;907;39;3;48.09;ENTREGUE;289.82;45.699146119964844;02:53:00;05:25:56;
1223;2024-12-06;12;2509;24;4;36.43;ENTREGUE;472.81;37.689948999053776;06:13:52;21:41:07;
535;2024-04-23;280;1816;38;3;37.27;ENTREGUE;423.64;36.088203191877795;16:48:48;00:58:09;
1123;2025-01-17;39;492;78;1;37.76;ENTREGUE;364.8;38.50699054347743;07:49:29;00:44:51;
1890;2025-01-26;449;165;62;1;35.5;ENTREGUE;373.24;36.24756446429355;03:43:03;16:06:57;
30;2024-03-20;942;2318;97;1;14.79;ENTREGUE;442.47;15.091437703902459;23:32:35;17:46:45;
85;2021-06-28;504;1908;35;3;27.38;ENTREGUE;461.15;27.092824841598993;06:15:26;06:23:16;
1568;2024-01-25;1111;1654;18;2;43.26;ENTREGUE;495.35;41.37456192710523;19:07:41;00:33:09;
574;2023-09-26;1985;1366;42;4;19.89;ENTREGUE;330.89;20.24608801377003;20:47:04;13:05:51;
1285;2022-03-10;986;756;78;3;27.42;ATRASADO;327.31;26.507525542148983;06:16:35;14:50:13;Clima
887;2024-05-01;1463;505;53;3;44.88;ATRASADO;298.24;43.94451324115587;04:48:20;10:31:27;Trânsito
14;2023-01-10;1247;614;86;1;18.16;ENTREGUE;332.41;17.118926784241328;08:19:07;17:27:03;
206;2022-08-03;1649;676;3;2;40.44;ENTREGUE;473.05;41.60796742858363;20:54:19;13:15:35;
1287;2024-01-11;180;1003;22;4;5.9;ENTREGUE;439.69;5.340082216158712;03:45:22;20:42:30;
827;2024-12-30;1052;2070;7;2;25.09;ENTREGUE;390.14;24.352113762420686;11:38:55;07:55:40;
254;2023-10-21;1693;1818;77;1;14.59;ENTREGUE;306.55;14.225879763311925;09:12:10;09:50:42;
247;2021-11-17;1818;2852;41;3;10.47;ENTREGUE;318.75;9.659408332628368;18:52:19;04:53:03;
789;2022-01-21;1769;2469;59;2;43.41;ENTREGUE;364.79;44.98003765550173;01:58:43;04:19:52;
23;2021-05-28;626;1130;64;2;7.03;ENTREGUE;339.76;6.642564997467041;19:47:21;05:19:50;
233;2021-10-20;1800;230;60;3;41.4;ATRASADO;357.22;43.0164127894007;13:39:56;11:35:09;Manutenção
98;2025-08-27;1161;1728;81;1;29.42;ENTREGUE;483.66;28.208936355914556;04:53:05;06:49:14;
456;2021-04-20;1284;2832;4;3;20.5;ENTREGUE;337.03;21.072160717355384;04:05:50;22:53:59;
