PEDIDO_ID;DATA_PEDIDO;CLIENTE_ID;OBRA_ID;USINA_ID;TIPOCONCRETO_ID;M3_PEDIDO;STATUS;PRECO_UNITARIO
398;2022-04-13;46;2154;97;1;32.87;CONFIRMADO;376.2
399;2022-01-24;766;2726;69;2;10.3;CONFIRMADO;447.15
400;2024-09-21;119;215;83;4;49.32;CANCELADO;463.38
401;2021-09-21;1848;990;8;3;20.55;CANCELADO;379.36
402;2022-05-01;284;2723;21;2;25.41;CONFIRMADO;320.49
403;2021-03-29;653;1853;31;3;35.63;CONFIRMADO;316.98
404;2023-09-24;1024;2736;45;3;5.95;CONFIRMADO;494.34
405;2023-12-25;31;1114;95;1;20.28;CONFIRMADO;397.33
406;2024-05-09;1952;2288;42;1;32.67;CONFIRMADO;443.7
407;2021-10-24;600;1226;89;4;29.35;CONFIRMADO;406.68
408;2024-01-01;1978;696;37;3;48.37;CONFIRMADO;431.4
409;2023-11-30;705;2192;89;4;16.41;CONFIRMADO;306.43
410;2024-08-26;558;2488;39;1;42.53;CONFIRMADO;459.75
411;2024-03-10;575;2908;32;2;34.44;CANCELADO;345.12
412;2025-06-14;1698;598;88;4;9.2;CONFIRMADO;465.25
413;2024-04-30;922;459;70;2;13.54;CONFIRMADO;299.13
414;2024-05-11;564;2386;82;4;32.92;CONFIRMADO;283.08
415;2022-09-18;1527;1310;49;4;17.72;CANCELADO;355.42
416;2024-08-15;1714;2267;80;2;18.32;CONFIRMADO;350.84
417;2022-10-14;1296;2473;98;1;33.43;CONFIRMADO;439.48
418;2024-02-20;679;2106;34;2;39.02;CONFIRMADO;349.64
419;2021-09-21;309;1970;69;4;38.46;CONFIRMADO;367.33
420;2022-06-26;352;453;68;2;38.69;CONFIRMADO;392.08
421;2023-06-10;329;371;59;4;17.99;CONFIRMADO;371.36
422;2021-12-10;922;2953;92;2;37.44;CONFIRMADO;477.11
423;2022-03-10;832;1338;77;4;46.25;CONFIRMADO;283.64
424;2021-10-03;523;1013;14;3;13.31;CONFIRMADO;404.92
425;2021-04-12;576;196;87;2;38.36;CONFIRMADO;465.65
426;2022-09-16;31;867;29;4;13.72;CONFIRMADO;483.65
427;2025-03-20;732;13;95;2;17.25;CONFIRMADO;484.69
428;2025-01-25;715;2444;90;4;35.22;CONFIRMADO;482.22
429;2022-08-06;1499;1707;14;4;32.67;CONFIRMADO;360.49
430;2021-02-06;1404;2768;29;3;46.61;CONFIRMADO;440.3
431;2024-09-13;1987;2765;46;1;46.55;CONFIRMADO;453.08
432;2023-09-04;178;1824;27;1;18.08;CANCELADO;431.7
433;2025-08-23;664;1765;4;1;14.61;CONFIRMADO;316.17
434;2024-03-12;730;868;49;4;49.29;CONFIRMADO;380.4
435;2022-02-24;1785;470;34;1;26.5;CONFIRMADO;407.88
436;2023-06-26;1580;640;59;3;15.99;CANCELADO;370.45
437;2022-06-28;1605;1760;18;2;48.53;CONFIRMADO;421.69
438;2023-06-20;664;2143;47;1;45.22;CONFIRMADO;492.38
439;2022-04-19;784;467;32;2;46.48;CONFIRMADO;481.23
440;2024-01-19;474;205;15;2;47.99;CONFIRMADO;346.4
441;2024-12-10;355;410;90;3;42.15;CONFIRMADO;327.56
442;2022-06-13;1287;1161;33;1;21.35;CONFIRMADO;310.21
443;2025-02-26;1255;2148;72;4;29.95;CONFIRMADO;396.55
444;2021-02-28;515;2011;72;4;7.93;CONFIRMADO;358.18
445;2025-01-14;835;1984;64;3;39.75;CONFIRMADO;470.12
446;2022-07-14;66;229;77;4;37.23;CONFIRMADO;336.86
447;2021-11-06;394;718;85;1;31.15;CONFIRMADO;431.55
448;2022-11-04;517;2161;84;4;5.89;CONFIRMADO;495.17
449;2025-03-27;1227;1982;76;4;30.13;CONFIRMADO;445.72
450;2022-06-22;984;338;65;3;29.75;CONFIRMADO;397.26
451;2024-12-15;1733;2245;72;3;40.6;CONFIRMADO;432.16
452;2024-05-15;44;1518;67;3;7.22;CONFIRMADO;432.29
453;2022-11-11;1648;468;93;1;43.48;CONFIRMADO;439.53
454;2021-02-13;1250;2945;64;4;30.57;CONFIRMADO;486.85
455;2024-04-11;500;330;31;4;16.73;CONFIRMADO;431.41
456;2021-04-20;1284;2832;4;3;20.5;CONFIRMADO;337.03
457;2025-08-18;1596;2256;82;4;13.39;CANCELADO;455.7
458;2024-08-08;111;500;3;1;44.47;CONFIRMADO;498.16
459;2024-02-28;1950;2015;46;1;16.08;CANCELADO;492.23
460;2024-09-18;1059;2677;66;3;46.82;CONFIRMADO;288.02
461;2025-05-28;1804;698;17;1;38.14;CONFIRMADO;340.39
462;2023-05-27;461;1666;11;2;29.19;CONFIRMADO;484.39
463;2023-05-26;187;81;23;4;19.57;CONFIRMADO;485.67
464;2024-02-20;1921;336;63;4;13.45;CONFIRMADO;415.11
465;2025-02-08;46;884;11;4;7.6;CONFIRMADO;283.03
466;2022-07-12;607;2537;55;2;45.56;CANCELADO;319.77
467;2023-03-03;856;1157;14;1;25.48;CONFIRMADO;436.43
468;2021-05-28;197;2211;25;2;31.03;CONFIRMADO;295.67
469;2024-05-21;146;2972;27;4;12.94;CONFIRMADO;412.62
470;2023-11-29;674;124;33;2;40.26;CONFIRMADO;365.58
471;2022-04-16;1166;1857;24;1;35.59;CONFIRMADO;316.77
472;2024-03-25;1813;150;50;4;45.32;CONFIRMADO;493.46
473;2024-12-11;911;2598;25;1;46.86;CONFIRMADO;287.29
474;2021-09-08;1008;1355;62;4;30.23;CONFIRMADO;293.19
475;2022-01-20;1131;2971;68;2;48.59;CONFIRMADO;297.9
476;2025-03-05;1530;1189;89;2;11.65;CONFIRMADO;496.59
477;2023-02-13;740;2115;63;4;34.94;CONFIRMADO;467.45
478;2024-07-06;233;1603;46;1;24.64;CONFIRMADO;387.82
479;2025-01-22;1977;855;71;4;35.76;CONFIRMADO;443.65
480;2023-04-19;1186;469;97;1;13.48;CANCELADO;438.22
481;2024-09-25;1754;1249;30;1;11.22;CANCELADO;438.61
482;2024-12-10;129;707;65;3;14.87;CONFIRMADO;342.13
483;2022-05-18;1924;1797;61;4;21.8;CONFIRMADO;344.24
484;2023-08-25;1754;680;55;3;36.33;CONFIRMADO;438.55
485;2024-03-04;869;2641;23;2;48.82;CONFIRMADO;340.18
486;2022-09-13;417;1718;98;3;35.45;CONFIRMADO;477.08
487;2021-08-24;318;1496;15;2;34.59;CONFIRMADO;320.9
488;2025-04-15;879;680;77;1;6.66;CONFIRMADO;348.78
489;2024-04-07;635;931;5;2;24.4;CONFIRMADO;391.88
490;2024-02-15;1461;323;91;2;38.09;CONFIRMADO;386.74
491;2024-12-06;1029;2723;56;2;11.07;CONFIRMADO;472.65
492;2021-11-16;476;1961;62;3;29.45;CONFIRMADO;482.31
493;2022-06-30;206;2543;69;2;34.08;CONFIRMADO;295.35
494;2021-03-15;678;1131;85;4;32.28;CONFIRMADO;473.13
495;2021-07-14;164;2205;7;2;32.78;CONFIRMADO;291.85
496;2025-01-24;1524;526;68;2;23.63;CONFIRMADO;435.83
497;2022-11-13;1429;442;92;4;17.84;CANCELADO;366.56
498;2021-10-11;200;600;95;1;9.26;CONFIRMADO;321.25
499;2024-07-24;41;211;80;3;21.81;CONFIRMADO;422.91
500;2023-10-04;1182;1723;33;3;42.98;CONFIRMADO;349.84
501;2024-10-16;1885;1455;31;4;6.12;CONFIRMADO;331.43
502;2025-08-07;1942;1327;98;2;13.12;CONFIRMADO;364.26
503;2021-10-11;932;1416;90;2;31.69;CONFIRMADO;373.86
504;2022-02-20;386;1176;5;1;16.32;CONFIRMADO;362.97
505;2023-10-11;1205;1831;72;2;17.17;CONFIRMADO;396.98
506;2025-04-29;1194;2215;28;1;40.94;CONFIRMADO;319.92
507;2024-10-12;1501;1280;73;3;49.79;CONFIRMADO;492.58
508;2022-09-07;806;739;59;3;22.88;CONFIRMADO;470.09
509;2024-04-03;1680;2400;44;3;22.37;CONFIRMADO;444.29
510;2023-01-15;1578;2143;95;3;44.96;CONFIRMADO;341.09
511;2022-02-08;1467;1562;74;4;16.03;CONFIRMADO;415.31
512;2023-03-15;1727;497;94;3;34.81;CONFIRMADO;351.56
513;2022-03-27;1993;2253;91;2;10.28;CONFIRMADO;498.62
514;2021-10-02;1270;584;81;4;29.99;CONFIRMADO;369.24
515;2025-08-02;1012;364;86;2;42.7;CONFIRMADO;316.78
516;2024-08-18;1011;2784;43;2;12.94;CONFIRMADO;459.26
517;2025-06-23;730;2803;70;2;45.86;CONFIRMADO;355.83
518;2024-03-29;1405;2166;60;1;11.57;CONFIRMADO;403.94
519;2024-01-27;868;1699;63;1;30.02;CONFIRMADO;409.3
520;2023-02-14;1837;1406;34;1;13.44;CONFIRMADO;367.84
521;2024-05-21;1391;1470;53;1;26.56;CANCELADO;306.39
522;2023-09-24;1335;536;86;3;12.77;CONFIRMADO;485.59
523;2023-05-09;593;2224;52;2;16.22;CONFIRMADO;367.19
524;2025-06-30;1770;418;99;2;27.65;CONFIRMADO;382.11
525;2024-07-27;1;380;93;4;19.14;CANCELADO;399.47
526;2025-06-14;1365;1036;79;2;47.98;CONFIRMADO;388.74
527;2022-12-17;913;821;92;1;39.17;CANCELADO;432.29
528;2021-12-16;34;429;7;4;20.29;CONFIRMADO;330.75
529;2025-05-24;1118;1049;27;1;48.74;CONFIRMADO;365.34
530;2024-03-11;644;1499;2;2;42.55;CONFIRMADO;367.48
531;2021-02-09;1130;1252;94;1;47.68;CANCELADO;327.98
532;2025-06-24;1303;1607;75;4;12.53;CONFIRMADO;491.37
533;2025-05-14;1722;1921;5;2;14.33;CONFIRMADO;308.84
534;2022-10-10;443;1780;88;3;36.85;CONFIRMADO;469.5
535;2024-04-23;280;1816;38;3;37.27;CONFIRMADO;423.64
536;2021-06-23;596;766;51;4;26.75;CONFIRMADO;333.91
537;2024-05-24;372;2960;81;4;14.52;CANCELADO;372.16
538;2022-06-05;350;85;91;3;29.84;CONFIRMADO;301.69
539;2021-08-05;910;291;21;4;36.5;CONFIRMADO;305.66
540;2022-06-06;368;1607;46;3;11.26;CONFIRMADO;439.47
541;2021-12-27;1534;1773;22;1;29.03;CONFIRMADO;376.37
542;2023-01-14;1916;1677;87;4;20.23;CONFIRMADO;283.13
543;2022-05-17;1216;396;45;2;47.73;CONFIRMADO;365.97
544;2022-04-29;788;990;28;3;35.47;CONFIRMADO;345.04
545;2025-07-30;355;1391;97;3;41.79;CONFIRMADO;385.32
546;2023-10-20;60;2985;63;3;48.07;CONFIRMADO;288.43
547;2022-09-03;1477;1464;35;3;6.06;CONFIRMADO;426.41
548;2025-05-22;72;1692;75;3;18.32;CONFIRMADO;312.68
549;2024-01-31;1556;2769;57;2;17.01;CONFIRMADO;348.36
550;2022-05-06;1094;1931;58;2;47.76;CONFIRMADO;346.02
551;2023-03-02;1112;1414;49;2;34.35;CONFIRMADO;284.86
552;2021-12-29;1565;2389;81;1;46.07;CONFIRMADO;372.39
553;2022-12-06;1613;1498;31;3;12.81;CONFIRMADO;333.84
554;2023-04-01;411;1236;44;2;37.12;CONFIRMADO;296.14
555;2021-04-29;1862;2313;59;2;33.2;CONFIRMADO;299.09
556;2023-11-29;1533;848;1;3;15.06;CONFIRMADO;379.23
557;2023-02-08;1310;1727;84;3;22.92;CONFIRMADO;470.42
558;2025-02-16;764;905;64;2;47.32;CONFIRMADO;451.71
559;2025-08-05;1326;65;9;3;42.28;CONFIRMADO;459.58
560;2021-09-20;1009;359;31;1;42.22;CANCELADO;365.65
561;2024-04-21;1943;895;64;3;40.04;CONFIRMADO;476.37
562;2022-06-24;1070;596;22;3;42.85;CONFIRMADO;397.15
563;2022-06-20;1097;930;23;2;48.87;CONFIRMADO;479.89
564;2023-02-09;430;1028;8;1;19.29;CONFIRMADO;413.93
565;2024-01-25;202;2681;3;3;16.57;CONFIRMADO;306.81
566;2023-06-06;963;2941;92;4;23.14;CONFIRMADO;486.12
567;2023-05-15;1816;2666;18;3;28.19;CONFIRMADO;316.4
568;2023-08-07;809;1917;79;1;31.92;CONFIRMADO;475.23
569;2025-01-20;1818;523;100;3;34.04;CONFIRMADO;487.62
570;2024-11-15;22;789;55;1;44.48;CONFIRMADO;350.83
571;2022-08-13;1765;1418;85;3;12.09;CONFIRMADO;491.71
572;2022-03-10;1353;1021;78;1;13.77;CANCELADO;350.42
573;2022-03-31;782;2100;3;2;42.41;CONFIRMADO;339.8
574;2023-09-26;1985;1366;42;4;19.89;CONFIRMADO;330.89
575;2022-03-10;699;2294;73;4;15.46;CONFIRMADO;393.33
576;2022-12-29;74;783;50;2;23.17;CONFIRMADO;443.78
577;2023-05-21;1671;2932;9;4;33.63;CONFIRMADO;406.99
578;2023-07-31;1340;1112;63;2;19.16;CANCELADO;370.8
579;2024-05-27;1870;1312;87;3;37.55;CONFIRMADO;308.57
580;2022-10-02;1822;2776;39;1;11.79;CONFIRMADO;497.5
581;2025-04-21;438;27;33;3;29.68;CONFIRMADO;446.3
582;2025-07-01;159;264;9;1;42.9;CONFIRMADO;391.67
583;2025-06-10;1740;276;2;2;23.15;CANCELADO;434.49
584;2021-07-21;1570;1926;19;4;9.86;CONFIRMADO;339.12
585;2021-08-13;1199;1354;28;2;33.62;CONFIRMADO;284.03
586;2025-06-08;1996;218;66;3;22.59;CONFIRMADO;439.29
587;2022-07-03;521;203;83;3;21.85;CONFIRMADO;374.29
588;2025-02-08;266;2027;20;1;18.29;CONFIRMADO;478.89
589;2021-06-12;428;735;23;1;12.79;CONFIRMADO;395.66
590;2023-09-17;151;2732;41;4;45.52;CONFIRMADO;408.35
591;2024-11-10;650;2266;16;2;22.87;CONFIRMADO;332.96
592;2023-06-20;825;1419;7;4;34.04;CONFIRMADO;357.38
593;2021-11-12;1298;1550;96;2;40.9;CANCELADO;353.9
594;2022-10-30;1014;2487;35;2;33.11;CONFIRMADO;404.91
595;2022-09-21;424;2330;93;3;19.02;CONFIRMADO;432.96
596;2021-05-28;1088;2737;18;2;20.08;CONFIRMADO;416.05
597;2024-01-10;1327;2479;88;3;16.62;CONFIRMADO;394.44
598;2024-10-20;908;1930;94;2;39.86;CONFIRMADO;398.46
599;2021-07-03;158;415;27;3;27.36;CONFIRMADO;280.85
600;2023-08-25;10;2504;15;3;12.34;CONFIRMADO;372.48
601;2022-09-04;514;644;53;1;17.5;CANCELADO;426.6
602;2025-08-17;855;2978;57;2;29.37;CANCELADO;497.31
603;2024-12-31;235;688;70;3;43.53;CONFIRMADO;339.52
604;2022-05-30;1861;2229;46;1;32.5;CANCELADO;303.97
605;2024-01-13;1660;787;63;4;18.06;CONFIRMADO;394.85
606;2024-01-18;282;492;73;3;45.27;CONFIRMADO;367.0
607;2024-09-11;1428;2157;50;4;44.62;CONFIRMADO;337.78
608;2023-10-01;176;493;60;4;37.36;CONFIRMADO;398.03
609;2023-04-16;1432;441;43;2;15.76;CONFIRMADO;449.7
610;2022-02-24;214;1246;80;1;17.93;CANCELADO;295.53
611;2024-10-22;1350;1943;82;4;10.81;CONFIRMADO;331.53
612;2021-12-17;1064;217;73;4;39.94;CONFIRMADO;450.77
613;2023-08-26;1458;653;73;3;21.55;CONFIRMADO;354.36
614;2024-09-02;1416;491;47;2;6.64;CANCELADO;380.11
615;2024-12-24;839;2761;78;4;49.82;CONFIRMADO;479.4
616;2024-05-06;874;2567;33;1;46.83;CONFIRMADO;431.96
617;2024-05-31;528;2439;41;1;13.78;CONFIRMADO;386.3
618;2023-12-17;1545;2797;8;3;29.21;CANCELADO;488.36
619;2022-09-19;1686;2815;51;4;30.79;CONFIRMADO;485.2
620;2023-02-24;481;750;18;4;48.42;CONFIRMADO;499.51
621;2021-01-24;969;1174;51;2;47.35;CONFIRMADO;444.37
622;2023-02-27;1383;2829;46;1;20.87;CONFIRMADO;314.13
623;2021-11-09;1642;894;80;1;14.69;CANCELADO;379.84
624;2022-04-16;355;2373;87;2;19.09;CANCELADO;299.14
625;2023-08-28;1951;2767;46;4;17.69;CONFIRMADO;294.14
626;2022-07-12;1917;1538;99;1;29.09;CONFIRMADO;448.9
627;2023-09-25;1849;94;88;3;37.46;CANCELADO;305.76
628;2022-01-08;1805;2354;62;1;35.96;CONFIRMADO;430.77
629;2023-11-19;111;1796;97;3;48.39;CONFIRMADO;458.22
630;2025-08-20;1819;304;18;1;26.78;CANCELADO;354.04
631;2025-06-18;817;1272;74;4;14.35;CONFIRMADO;358.94
632;2025-03-05;1430;980;89;3;17.28;CONFIRMADO;317.86
633;2021-01-18;16;2331;83;4;43.45;CONFIRMADO;282.76
634;2023-05-13;1990;2335;63;3;13.42;CONFIRMADO;282.63
635;2024-04-19;1547;168;26;1;12.92;CANCELADO;437.63
636;2022-05-01;1482;330;1;3;14.55;CONFIRMADO;463.57
637;2024-10-12;1440;2791;58;2;41.97;CONFIRMADO;369.64
638;2023-08-29;1472;2533;49;4;31.25;CONFIRMADO;374.87
639;2021-08-19;125;196;31;1;16.27;CONFIRMADO;460.13
640;2024-07-19;618;498;10;1;34.67;CONFIRMADO;452.24
641;2024-04-08;1769;2644;7;3;25.66;CONFIRMADO;379.79
642;2022-04-30;114;265;75;2;11.51;CONFIRMADO;408.2
643;2021-06-13;468;2070;16;1;41.04;CONFIRMADO;368.61
644;2022-02-10;995;2136;43;3;49.11;CONFIRMADO;458.91
645;2021-08-21;991;330;96;2;47.02;CONFIRMADO;488.78
646;2025-06-13;1922;881;75;4;15.24;CONFIRMADO;430.4
647;2024-08-22;671;2832;79;1;23.78;CONFIRMADO;369.06
648;2021-11-18;653;769;25;3;43.24;CANCELADO;298.13
649;2025-06-27;709;598;75;3;37.74;CONFIRMADO;383.33
650;2023-07-30;630;1222;58;4;45.38;CONFIRMADO;391.79
651;2024-01-23;784;1381;8;2;16.05;CANCELADO;481.54
652;2024-03-07;1990;1426;82;3;5.81;CONFIRMADO;280.33
653;2022-11-20;1528;1092;48;2;22.03;CONFIRMADO;469.75
654;2021-11-04;1609;1158;79;4;40.1;CONFIRMADO;300.28
655;2024-04-04;1946;1227;1;4;39.4;CONFIRMADO;375.27
656;2022-10-03;1186;2371;97;1;38.8;CONFIRMADO;312.59
657;2024-03-12;1173;1110;85;2;48.63;CONFIRMADO;434.78
658;2021-04-28;1050;725;13;3;42.32;CONFIRMADO;325.58
659;2025-04-02;1205;906;85;2;24.91;CONFIRMADO;428.72
660;2023-08-03;255;960;5;3;18.8;CONFIRMADO;294.75
661;2022-07-21;302;2311;46;1;17.16;CANCELADO;368.45
662;2025-03-01;1802;1793;76;4;12.33;CONFIRMADO;454.65
663;2023-08-18;1236;1596;18;2;17.11;CONFIRMADO;448.2
664;2022-06-18;1882;1471;77;3;45.88;CONFIRMADO;423.31
665;2024-06-25;1268;965;93;4;8.36;CONFIRMADO;335.56
666;2021-02-13;1134;2104;84;3;19.53;CONFIRMADO;365.65
667;2022-05-19;591;1385;88;2;14.24;CONFIRMADO;359.96
668;2025-02-25;1766;4;100;2;11.53;CONFIRMADO;365.95
669;2023-08-08;1519;1514;26;4;46.37;CANCELADO;312.48
670;2023-06-30;1576;706;77;1;21.75;CONFIRMADO;376.91
671;2025-07-17;110;948;79;2;39.28;CONFIRMADO;442.74
672;2023-03-12;1266;1818;63;1;5.99;CONFIRMADO;357.22
673;2024-11-14;1457;2402;47;3;6.88;CONFIRMADO;301.09
674;2025-07-16;588;1783;76;3;44.1;CONFIRMADO;281.13
675;2021-09-08;1591;1357;50;4;38.39;CONFIRMADO;431.63
676;2022-07-05;501;777;67;1;41.45;CONFIRMADO;297.64
677;2025-08-02;586;1937;30;2;30.37;CONFIRMADO;476.95
678;2023-03-15;1252;743;74;1;13.78;CONFIRMADO;363.83
679;2022-01-24;1307;2982;9;3;43.36;CONFIRMADO;366.01
680;2021-10-17;1869;811;44;1;31.2;CONFIRMADO;446.52
681;2021-04-21;1372;1104;22;1;31.56;CONFIRMADO;320.71
682;2021-06-01;1330;2568;50;4;18.03;CANCELADO;338.04
683;2021-03-04;1368;328;88;3;47.47;CONFIRMADO;378.08
684;2023-09-13;563;2465;30;1;12.92;CONFIRMADO;434.59
685;2023-04-19;827;2810;2;2;33.35;CONFIRMADO;303.58
686;2025-03-19;717;2871;51;3;10.45;CONFIRMADO;305.42
687;2025-02-04;536;1353;70;2;38.17;CONFIRMADO;422.14
688;2025-03-08;814;2432;74;1;5.59;CONFIRMADO;401.0
689;2024-05-20;739;1514;49;1;24.96;CONFIRMADO;452.34
690;2022-05-21;1162;1550;97;4;7.11;CONFIRMADO;314.45
691;2023-10-15;62;734;69;2;47.52;CONFIRMADO;476.4
692;2023-11-06;955;1942;21;1;14.9;CONFIRMADO;344.15
693;2025-06-16;158;1540;80;1;37.25;CONFIRMADO;458.52
694;2023-10-31;934;631;71;4;29.87;CONFIRMADO;429.56
695;2022-10-23;2000;2997;34;2;24.32;CONFIRMADO;305.27
696;2023-05-01;986;1340;51;4;13.68;CONFIRMADO;318.95
697;2021-03-09;952;733;52;4;18.12;CANCELADO;435.52
698;2022-03-06;1243;2267;22;3;23.34;CONFIRMADO;315.17
699;2025-05-12;429;369;72;4;11.26;CONFIRMADO;359.86
700;2021-05-06;289;558;82;4;5.32;CONFIRMADO;318.53
701;2022-09-10;523;736;3;1;46.37;CONFIRMADO;479.21
702;2021-02-19;732;1164;28;1;32.42;CANCELADO;369.04
703;2023-12-29;538;2489;75;3;28.96;CONFIRMADO;359.88
704;2024-09-15;1502;716;47;3;34.29;CANCELADO;407.26
705;2025-04-03;1335;737;40;4;13.46;CONFIRMADO;479.39
706;2025-01-10;1465;448;79;1;33.92;CONFIRMADO;403.63
707;2024-05-05;1626;2271;3;1;31.2;CONFIRMADO;359.25
708;2024-11-26;1048;2507;80;2;46.65;CANCELADO;443.28
709;2024-05-18;1094;1560;8;1;22.42;CONFIRMADO;437.62
710;2022-02-04;638;2824;83;1;25.85;CANCELADO;299.08
711;2023-01-13;1787;1279;58;3;22.95;CANCELADO;429.9
712;2024-10-06;1009;2939;35;4;22.78;CONFIRMADO;390.3
713;2021-02-20;655;1674;43;3;6.73;CONFIRMADO;370.89
714;2023-10-16;1928;2236;5;2;11.61;CONFIRMADO;283.15
715;2025-03-19;848;1701;87;4;33.37;CANCELADO;475.91
716;2021-07-02;774;18;80;1;11.18;CONFIRMADO;323.66
717;2021-09-10;1785;1302;43;3;21.75;CONFIRMADO;309.68
718;2022-11-29;1085;2864;61;2;6.12;CONFIRMADO;283.53
719;2023-11-03;1724;1747;17;2;16.34;CONFIRMADO;380.78
720;2024-03-23;1651;1609;92;3;37.67;CONFIRMADO;460.25
721;2025-01-23;322;27;75;2;27.88;CONFIRMADO;490.91
722;2025-04-26;448;1590;5;2;44.29;CANCELADO;363.27
723;2022-04-08;478;2288;30;4;9.7;CONFIRMADO;466.88
724;2022-03-31;539;1454;93;2;15.46;CONFIRMADO;328.02
725;2023-06-30;1631;1014;57;4;5.52;CONFIRMADO;410.61
726;2024-11-01;1851;1661;2;3;31.37;CONFIRMADO;451.49
727;2023-06-10;1139;1586;70;2;31.92;CONFIRMADO;400.65
728;2021-11-03;810;392;91;1;48.39;CONFIRMADO;383.86
729;2021-03-15;1582;2727;33;3;40.61;CONFIRMADO;346.69
730;2021-05-13;1728;2507;10;1;23.4;CONFIRMADO;483.15
731;2021-11-09;167;2097;51;4;34.29;CANCELADO;487.29
732;2024-06-18;1403;322;74;1;9.65;CONFIRMADO;448.91
733;2024-07-30;1573;2819;66;1;36.95;CONFIRMADO;493.56
734;2021-07-17;1730;1786;25;4;18.69;CONFIRMADO;386.46
735;2024-12-30;849;931;43;3;30.31;CONFIRMADO;437.64
736;2024-03-23;800;1018;32;3;19.34;CONFIRMADO;374.22
737;2024-11-12;427;51;94;4;38.75;CONFIRMADO;347.68
738;2021-11-22;1876;803;44;1;33.76;CONFIRMADO;290.24
739;2023-02-04;480;137;100;2;31.04;CANCELADO;299.64
740;2021-11-07;22;556;20;2;37.13;CONFIRMADO;448.55
741;2021-09-19;571;538;68;4;24.76;CONFIRMADO;369.38
742;2021-02-04;1075;529;9;1;15.82;CONFIRMADO;395.71
743;2021-06-10;257;2299;38;3;14.5;CONFIRMADO;331.28
744;2021-07-03;109;2207;83;2;10.61;CONFIRMADO;485.76
745;2025-06-25;344;2767;30;3;38.0;CONFIRMADO;456.62
746;2025-04-04;722;327;18;4;41.03;CONFIRMADO;426.49
747;2023-05-20;534;1010;26;3;42.59;CONFIRMADO;342.04
748;2023-03-19;212;2792;100;4;16.38;CONFIRMADO;440.04
749;2022-11-21;1469;484;68;3;6.07;CONFIRMADO;334.52
750;2022-11-12;470;967;84;3;15.73;CONFIRMADO;307.18
751;2023-08-31;322;350;62;1;36.85;CONFIRMADO;297.13
752;2022-10-13;1267;1751;92;3;35.72;CONFIRMADO;397.3
753;2025-06-09;1548;982;71;4;40.15;CONFIRMADO;426.99
754;2024-12-29;1811;352;85;2;48.93;CONFIRMADO;313.22
755;2024-02-26;588;1463;6;3;5.74;CONFIRMADO;461.83
756;2023-09-19;1336;2062;57;3;39.88;CONFIRMADO;475.48
757;2022-01-15;1064;886;29;1;12.4;CONFIRMADO;355.71
758;2023-08-10;1536;586;46;3;34.34;CONFIRMADO;288.99
759;2023-09-21;1972;447;56;2;8.58;CONFIRMADO;336.78
760;2023-08-05;246;269;30;1;10.08;CANCELADO;282.28
761;2021-01-17;1101;1864;56;2;15.71;CONFIRMADO;347.93
762;2022-12-06;1961;256;29;2;34.19;CONFIRMADO;484.63
763;2021-04-04;155;2302;74;4;48.85;CANCELADO;448.71
764;2024-12-05;1551;1336;62;3;27.54;CONFIRMADO;472.19
765;2023-09-23;1666;657;23;3;12.53;CONFIRMADO;468.88
766;2024-05-08;493;2300;85;1;24.76;CONFIRMADO;373.23
767;2022-04-20;69;1396;39;4;43.57;CONFIRMADO;413.51
768;2021-02-25;1408;2091;45;4;10.11;CANCELADO;442.22
769;2023-04-21;259;1329;100;4;43.63;CONFIRMADO;312.22
770;2025-07-11;485;974;25;3;49.63;CONFIRMADO;386.43
771;2025-01-14;1155;943;60;4;26.03;CONFIRMADO;352.24
772;2021-07-23;429;1302;62;2;21.55;CONFIRMADO;430.03
773;2024-10-08;1421;1578;78;1;24.73;CONFIRMADO;498.92
774;2021-02-04;1635;2278;70;2;30.58;CONFIRMADO;494.36
775;2024-02-23;1406;30;32;4;47.41;CONFIRMADO;422.31
776;2024-04-06;1307;919;61;3;44.74;CONFIRMADO;488.44
777;2023-12-29;1491;651;28;1;20.09;CONFIRMADO;307.45
778;2021-08-12;1083;2971;74;4;42.09;CONFIRMADO;450.52
779;2021-03-15;1266;1397;35;1;16.03;CONFIRMADO;421.0
780;2022-02-26;1332;423;46;3;36.77;CONFIRMADO;372.76
781;2023-08-20;158;1849;52;4;48.69;CONFIRMADO;314.17
782;2022-05-12;1032;1893;10;4;42.96;CONFIRMADO;474.7
783;2023-09-25;1425;1246;36;4;16.14;CONFIRMADO;284.99
784;2022-06-26;659;936;93;2;19.26;CONFIRMADO;411.46
785;2024-03-17;1382;2227;33;1;30.02;CONFIRMADO;376.26
786;2022-05-07;1466;2977;44;1;31.7;CONFIRMADO;447.39
787;2024-12-06;1329;2415;53;2;16.17;CONFIRMADO;364.21
788;2023-10-17;457;2674;2;1;35.24;CONFIRMADO;326.31
789;2022-01-21;1769;2469;59;2;43.41;CONFIRMADO;364.79
790;2025-05-06;1839;245;34;2;8.5;CONFIRMADO;377.62
791;2022-08-03;1031;1804;81;3;15.69;CONFIRMADO;488.97
792;2024-10-11;1673;2148;71;2;46.47;CONFIRMADO;487.94
793;2023-04-20;1227;2280;10;4;15.26;CONFIRMADO;398.04
794;2024-01-09;1503;1607;2;4;37.07;CONFIRMADO;405.99
795;2023-12-24;1147;644;78;3;11.4;CONFIRMADO;410.8
